Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,SYN Flag Count,ACK Flag Count,RST Flag Count,PSH Flag Count,Protocol,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Active Mean,Idle Mean,Label
80,4846724,52,356,47047.63,313414.11,805.46,1454.42,86754.79,232.2,1,16,2,7,6,165.62,33046,21349,3408.1,41284.98,BENIGN
3306,3858247,9,24,464748.19,200957.75,1278.57,353.01,26115.21,2097.02,19,10,0,3,17,184.65,6665,50892,3921.65,47437.56,PortScan
25,347174,472,468,480138.44,181219.97,145.84,232.41,41208.24,412.08,1,26,1,8,17,549.1,19271,10032,3968.99,39608.03,BENIGN
21,699723,97,468,210392.19,376207.92,300.35,1274.42,55025.75,314.9,3,9,2,7,17,459.22,40285,22091,2301.85,51442.76,BENIGN
443,1081917,146,372,318434.96,473065.36,602.65,1457.68,62549.6,2519.7,16,12,1,7,17,1143.59,4681,35809,4682.29,74095.84,Bot
110,1862975,290,471,298516.13,301351.77,268.03,1389.44,17890.58,215.05,3,2,1,5,17,693.14,2069,12029,1974.46,39585.08,BENIGN
80,1522864,173,96,117110.35,355457.49,1430.02,1067.77,26013.24,152.0,2,7,0,1,17,1361.62,48442,57899,4569.46,60785.45,BENIGN
135,3165263,437,146,438911.74,306032.48,443.82,396.21,51690.57,2715.96,13,18,2,0,6,1103.49,24628,58394,159.89,32123.38,Brute Force
139,4812695,277,415,8236.09,53798.38,236.2,837.69,71168.1,1045.95,9,12,2,8,17,1441.12,4107,58984,448.51,28515.47,Bot
139,1823135,159,138,167319.62,480402.2,750.43,1178.34,56514.52,80.87,2,11,1,2,6,1172.04,43819,14434,968.91,14961.93,BENIGN
443,758154,183,224,28454.61,365703.27,251.64,1453.17,58360.55,343.4,1,4,1,2,17,1244.9,8468,41225,907.31,19253.89,BENIGN
443,3020243,483,199,363116.91,342345.83,782.66,5.28,56223.46,31.84,1,2,4,9,6,144.23,28058,17078,731.51,48868.2,BENIGN
21,2259351,417,213,50175.6,127303.12,1047.06,969.72,49056.95,339.74,2,28,0,6,17,675.9,34215,47666,2709.88,89640.32,BENIGN
1433,3266433,268,65,132542.45,111503.25,1067.66,219.34,57774.17,402.77,1,14,3,4,17,694.16,30958,60104,4430.64,15621.66,BENIGN
445,2358771,225,218,102823.74,459071.21,757.34,1413.99,99498.93,226.76,1,6,0,3,17,606.37,52231,14864,1858.79,32075.9,BENIGN
135,3251285,291,387,118823.51,103502.9,1036.24,200.44,57661.8,1878.43,19,15,0,7,17,646.73,29734,59342,3023.57,72947.12,PortScan
445,4882064,11,57,126078.29,225518.25,1416.94,561.43,53848.19,179.55,1,16,5,4,6,440.3,52945,33047,2757.89,14663.17,BENIGN
3306,1300696,447,179,294934.47,195592.62,1126.92,338.4,32886.21,428.4,3,21,1,9,6,1013.87,47812,17335,619.09,69775.4,BENIGN
139,1745393,440,141,326917.13,335702.42,818.38,1365.61,76934.01,3400.16,7,7,2,5,17,304.4,18021,64364,219.07,33172.71,Brute Force
8080,1218549,70,326,380380.48,189592.59,1106.62,259.29,90702.86,96.36,0,1,2,8,6,760.33,29744,24711,1072.07,87580.18,BENIGN
123,4266041,150,322,364855.46,42022.5,1378.55,1108.4,65579.97,3652.27,10,26,2,7,17,166.78,46428,37376,4556.72,93091.22,Web Attack
1433,536316,336,229,444047.64,81702.49,1125.61,259.52,4247.55,246.45,3,17,5,10,6,724.3,5181,25083,1187.84,46442.61,BENIGN
135,4232186,235,486,148897.84,465730.69,276.33,478.44,76904.29,420.61,1,17,0,5,6,586.62,42736,8964,441.93,79464.94,BENIGN
135,4968949,10,369,378543.96,287690.05,960.29,1389.45,86354.69,863.21,19,7,4,2,6,521.56,46011,16670,3478.93,45062.94,Web Attack
3389,4074166,153,210,364657.18,381297.64,587.74,1335.14,12632.0,469.26,0,16,4,10,17,1198.55,6277,31685,4584.66,56665.34,BENIGN
22,1744002,70,295,346068.93,484689.35,1259.5,1087.08,39754.39,397.04,1,13,5,4,17,577.63,52269,44433,4420.34,26106.16,BENIGN
110,3278956,310,82,450481.91,92161.28,1214.98,1085.21,24676.5,162.98,3,6,3,1,17,344.52,55351,58958,3737.43,8812.09,BENIGN
139,1595709,329,19,319067.92,105447.17,952.24,1159.76,46148.53,33.55,2,15,5,5,17,1438.76,31231,63637,3257.78,56161.75,BENIGN
1433,252129,4,185,151368.66,465737.16,795.52,804.85,24628.89,9.91,3,19,4,2,6,1470.0,59821,10232,4095.29,52748.91,BENIGN
135,2130336,353,165,467595.38,261190.92,685.07,1104.98,56227.43,146.18,1,14,1,2,17,700.24,15323,28242,4832.37,82694.44,BENIGN
3306,4642666,462,340,489443.7,478124.29,1267.65,534.64,29133.49,216.01,0,25,5,2,17,452.74,37842,32976,1735.07,4502.75,BENIGN
21,3520712,480,327,473152.54,69004.39,694.89,968.15,86021.54,4469.31,18,22,4,2,17,1025.03,61548,51699,3717.08,17217.41,Bot
135,2264391,14,196,52499.46,306154.41,757.92,1192.28,52362.41,428.9,2,6,4,8,6,454.52,9337,15560,2661.63,55267.07,BENIGN
445,409578,432,192,259946.4,277741.26,476.76,808.67,36120.97,237.19,0,14,2,7,6,626.0,21402,63648,4047.0,94310.16,BENIGN
445,4510118,127,150,347183.45,22040.29,511.76,108.65,28723.68,4289.25,14,21,1,10,6,234.78,50950,60839,2877.41,64167.53,PortScan
8080,1002678,411,81,133485.5,230102.78,191.35,294.58,28814.97,3464.38,15,3,3,4,17,297.35,24168,62291,4097.16,78310.42,PortScan
21,2493488,101,492,387805.95,452246.9,1049.75,1334.96,74472.75,4183.68,19,18,2,7,17,1299.61,64550,53654,1530.8,28604.8,PortScan
3389,3990834,177,380,380019.38,471781.36,978.87,127.25,23014.42,3.73,3,20,0,4,6,1235.53,26893,11393,599.07,30662.94,BENIGN
22,4898238,431,424,372731.5,466369.3,1395.12,1379.59,59874.25,341.42,1,20,1,5,6,1070.12,20708,21996,414.64,1158.4,BENIGN
123,4912279,398,459,239752.3,297007.77,295.05,742.63,59288.89,345.91,2,24,2,8,6,385.26,26196,27055,4600.1,52477.68,BENIGN
139,2936750,447,394,366043.03,396574.3,570.93,1044.97,37220.56,326.55,1,22,1,10,6,207.49,42011,23455,3200.5,38401.62,BENIGN
110,3944531,286,218,373177.96,363300.05,49.27,697.17,40746.64,214.5,3,15,5,4,6,238.94,44426,47484,1584.62,62638.02,BENIGN
110,4516342,466,397,186670.15,42517.15,704.07,1359.02,73721.18,425.03,3,18,3,5,17,1178.04,53382,41595,4204.43,70606.88,BENIGN
22,2877801,218,235,228098.73,221556.11,640.87,1178.21,79006.97,357.8,0,10,2,8,17,1071.54,56365,56249,3319.97,64743.9,BENIGN
3389,2780126,483,445,213190.49,412687.96,916.51,878.17,66892.85,3373.48,11,17,4,6,17,131.4,27839,34010,2005.94,69975.81,Web Attack
135,3428448,240,224,369798.98,369240.4,342.68,38.87,47598.76,4592.87,20,30,5,5,17,1040.45,27095,51991,2405.75,99441.15,Bot
8080,1692073,271,217,321789.42,209519.6,1034.79,611.11,44603.15,4332.13,9,2,2,2,6,978.7,15226,65409,4608.61,4091.28,Brute Force
139,2882934,151,67,109518.09,23068.54,544.47,1440.69,41292.12,479.44,0,0,4,10,6,752.43,48436,1807,3865.52,16783.47,BENIGN
8080,1798447,188,148,173219.38,453387.98,370.9,415.1,64806.98,842.81,17,5,2,2,6,1154.97,9365,23929,86.2,59429.27,Bot
53,4236428,220,355,234174.25,493302.62,1091.24,1011.58,37107.55,4783.06,12,14,5,4,17,1289.96,29474,52753,504.59,88568.46,Bot
445,542164,70,364,337390.41,166602.63,36.52,738.87,68773.47,2292.27,20,21,2,4,17,1412.12,29372,31226,983.49,5715.34,Brute Force
25,3212115,43,492,210198.66,111182.99,1121.42,703.09,93109.01,333.77,3,26,4,5,17,1016.37,54492,47487,2828.04,23884.07,BENIGN
1433,2464498,357,464,352758.38,54232.41,410.09,292.56,71848.03,2136.96,14,7,5,0,6,708.04,34259,1568,87.24,71699.37,Bot
139,2366263,268,498,21214.16,277502.73,205.16,118.42,36110.7,790.68,11,9,4,0,6,159.39,7273,8133,4393.77,91103.15,Brute Force
3389,1585206,152,44,200241.94,350977.17,255.7,973.06,66841.98,380.78,0,3,5,2,17,277.58,8949,62789,1883.3,62942.28,BENIGN
110,3601422,268,31,66320.18,287379.46,94.32,31.09,6983.91,387.05,3,19,2,8,6,624.07,4097,42968,4082.91,86155.76,BENIGN
123,936064,206,447,60709.81,13875.6,1418.13,11.9,30540.79,370.66,3,6,2,7,6,735.36,7907,1508,4592.36,4787.07,BENIGN
80,4946641,66,460,268154.78,120593.9,180.77,805.8,27204.26,44.79,0,28,5,0,6,380.75,8251,60531,162.41,57223.85,BENIGN
135,4297994,441,298,54446.44,499218.78,640.93,1304.62,38853.84,277.49,3,13,4,1,6,441.41,15822,49582,436.63,55944.01,BENIGN
445,4363062,474,282,163967.81,10236.14,942.06,436.8,35582.33,378.73,3,0,3,10,17,1442.1,24603,47354,1681.46,5669.54,BENIGN
135,2821384,464,215,464570.95,495407.73,1034.09,607.06,29104.67,3931.67,15,6,5,9,6,545.98,19612,30533,2419.66,34277.88,Brute Force
8080,2766321,193,147,172172.22,284941.31,1310.83,804.41,7620.48,365.16,2,29,0,1,17,1395.91,21812,27805,4050.7,67813.04,BENIGN
21,2376704,175,224,225808.35,206998.84,844.18,663.88,54998.06,240.9,3,16,0,7,6,1107.73,30283,19039,2662.37,32029.02,BENIGN
1433,2415980,36,168,87374.98,246949.94,608.25,1079.19,31882.72,496.95,0,13,0,3,6,947.77,57561,56093,1615.34,9300.64,BENIGN
135,3235179,36,17,207507.19,417038.08,1435.79,9.35,82371.57,90.74,0,10,4,4,17,1380.39,48027,13871,1415.13,13859.34,BENIGN
443,4470945,17,331,141889.58,457209.59,959.89,1160.64,61128.72,1054.36,9,13,5,7,17,155.09,33629,58181,1855.57,16901.64,PortScan
25,582013,401,476,357499.7,7401.36,739.68,658.87,27898.36,14.58,0,17,3,6,6,1208.64,40255,17762,2372.76,31670.97,BENIGN
21,165344,442,193,314905.11,496629.44,91.57,834.66,1002.08,4312.01,15,12,2,10,6,504.02,5092,35342,1194.46,17414.24,Brute Force
80,2398476,145,434,352140.37,252435.42,514.32,650.78,20075.94,126.48,2,23,1,4,17,1168.03,57261,57669,2480.84,5770.28,BENIGN
21,1136920,155,179,107855.33,314113.26,1336.21,1202.84,10886.24,195.59,0,1,3,3,17,780.95,40338,19518,2351.05,31760.12,BENIGN
3306,2321176,112,339,79892.44,399602.88,337.79,1145.64,50665.84,2726.22,13,26,4,9,6,1174.53,3346,56627,1814.44,70871.12,PortScan
123,297270,125,281,294413.37,27169.47,218.49,1256.09,30453.97,483.86,2,10,3,7,17,70.87,25145,14318,3082.88,39260.79,BENIGN
21,1927054,68,152,324521.49,430555.9,660.17,462.48,21082.08,1248.06,18,10,1,5,6,184.77,11063,34820,3808.9,77964.14,PortScan
1433,2726771,9,57,30734.07,107351.44,1432.71,1220.62,55260.47,4036.58,5,25,0,0,6,570.51,20661,45972,3120.59,19184.16,Brute Force
25,2346103,207,134,175768.99,359451.98,1071.61,419.6,68289.36,340.72,2,4,1,6,17,620.61,3294,41729,2576.27,87087.56,BENIGN
445,4352037,178,184,209317.22,24496.44,223.06,1271.09,89315.15,327.29,3,14,3,2,6,448.4,5394,10240,1128.44,53374.69,BENIGN
25,584244,461,383,136062.04,411193.62,1355.03,531.67,10548.66,299.67,0,2,0,0,17,285.83,38718,27288,1807.34,61541.06,BENIGN
445,276440,159,316,423711.5,388424.52,851.44,1059.39,11673.38,34.35,0,28,2,5,17,1348.81,15420,14440,3897.1,17093.61,BENIGN
80,1734361,49,58,443988.46,357861.67,168.91,1207.49,92589.39,321.84,1,21,2,2,17,304.21,51834,19029,4687.63,76819.15,BENIGN
135,1754744,330,313,142793.1,287400.29,1337.81,1176.87,48995.44,164.48,1,7,5,10,17,1034.64,46439,41889,3227.31,91297.73,BENIGN
80,3017598,110,91,72653.2,386171.97,1099.81,994.02,54428.73,178.5,0,10,5,0,6,894.77,13454,59651,2135.5,48775.88,BENIGN
445,781061,145,455,413666.65,280324.09,421.2,1317.5,91428.18,476.74,2,0,2,6,17,216.51,7501,30613,3614.45,33669.15,BENIGN
443,4298945,450,204,441340.14,356352.36,497.32,1424.91,20031.99,5.77,2,19,1,4,17,1088.65,49127,60492,1987.95,96973.35,BENIGN
3389,2952728,377,398,185936.18,81966.52,1302.91,939.79,33900.1,4211.69,20,29,3,0,17,483.51,12648,48314,4079.15,95702.17,Bot
139,4328197,130,430,61055.25,42481.61,1095.84,459.27,65885.28,191.78,0,12,2,0,17,499.02,64658,54908,4147.35,33427.94,BENIGN
110,1362196,399,475,482267.99,145022.75,183.81,19.57,94300.98,116.91,1,1,5,3,6,618.58,35756,36606,1306.28,53786.02,BENIGN
53,4199555,23,55,383303.13,184328.19,921.41,1032.21,87767.17,312.69,2,27,5,2,6,1352.07,58559,44486,3638.27,62500.63,BENIGN
443,2472157,202,237,99531.21,259491.54,1389.85,155.52,59898.43,229.39,2,8,2,1,17,1479.7,21667,64095,2879.68,81584.79,BENIGN
110,3598160,96,337,399208.92,72224.28,809.88,408.54,34461.4,173.57,2,20,4,6,6,158.33,24953,40690,1595.47,62196.21,BENIGN
3306,4238957,474,127,424448.08,477050.23,1258.38,783.44,69584.01,455.92,3,8,4,10,17,383.22,16273,30619,1152.23,91045.26,BENIGN
443,4537156,475,62,163620.55,282094.92,1497.26,356.63,93511.86,674.93,18,17,4,5,17,872.41,3848,60971,403.43,54044.53,PortScan
135,542397,47,234,436933.13,365218.21,343.82,760.49,49072.07,1683.32,17,11,1,6,6,802.27,56158,5583,252.37,16807.5,Brute Force
22,3603211,154,424,281712.11,395595.85,1125.49,560.58,87058.34,409.47,2,26,4,0,6,1409.96,4895,11559,4466.55,91923.89,BENIGN
22,417965,284,49,141303.29,122570.04,1119.38,1251.26,92255.25,109.9,2,22,5,4,17,147.27,48662,63124,2453.85,47738.83,BENIGN
25,4787884,401,130,400326.55,348163.4,625.03,270.44,69134.09,1228.06,6,27,3,8,17,1097.58,62037,42643,1195.78,37581.55,DoS
21,399815,29,432,156284.42,441673.52,675.63,814.11,71507.06,488.01,1,27,5,7,6,672.31,4697,14481,2741.27,97503.3,BENIGN
53,1928599,457,343,80640.93,363248.4,540.53,1020.43,64769.36,3656.34,11,12,0,7,17,549.01,14663,31321,2910.28,72297.88,Brute Force
80,2912836,498,184,350018.14,73919.43,271.1,250.78,97940.26,1598.54,6,0,3,8,17,175.78,50725,12204,2775.59,18834.92,DoS
110,1205659,219,251,426891.68,457385.32,49.14,1415.6,46353.2,113.27,3,24,0,4,6,539.2,61923,8737,1723.34,17275.63,BENIGN
139,1575750,161,328,122775.55,456505.93,1348.49,684.78,35861.94,104.08,3,1,5,3,6,416.14,43159,17133,1250.86,32170.56,BENIGN
445,1974208,11,371,160109.39,276333.01,829.63,1210.64,47203.78,1036.23,13,2,0,8,6,326.2,22046,63456,1710.35,83714.12,Bot
53,476427,140,459,220307.17,130314.33,337.49,355.73,25462.72,282.65,3,8,0,3,6,679.18,45905,4569,2098.62,82164.94,BENIGN
3306,2659778,239,434,351942.39,326635.04,837.98,37.7,24377.96,4928.85,19,20,3,7,17,679.54,4251,38636,3166.05,13404.06,DoS
8080,1961918,397,336,416490.23,444843.79,453.94,1216.72,71635.9,329.32,3,7,0,3,6,479.75,42612,31482,3480.55,44966.53,BENIGN
443,2022002,141,265,56663.45,155555.99,1478.87,849.78,76566.7,79.04,1,20,5,4,17,1318.01,9905,62057,613.19,7601.77,BENIGN
135,1529812,45,263,92817.61,13261.1,166.7,1173.24,95334.4,275.31,1,7,3,10,17,462.96,24333,32421,224.57,13111.72,BENIGN
110,4655459,450,406,407921.92,77291.3,1382.62,64.9,85615.1,374.77,2,18,4,1,17,172.36,55538,41763,3063.56,53611.65,BENIGN
443,1539240,388,371,455772.94,138365.22,455.23,802.97,44881.77,3512.77,17,11,2,1,17,935.37,45607,25575,198.29,69806.4,Bot
135,907248,68,112,435140.19,356711.61,1384.92,989.95,85791.95,223.09,2,20,4,0,6,1201.94,23606,29231,839.54,32277.48,BENIGN
139,2558918,393,391,304505.73,95341.14,1206.76,1300.22,76851.33,436.44,1,13,2,4,17,1133.8,40347,1159,1992.64,62849.47,BENIGN
3389,1946546,227,195,490857.13,14908.56,329.01,328.64,29306.72,2723.6,19,23,4,7,17,425.6,27175,5482,838.56,22775.61,Web Attack
445,153067,66,484,370881.87,363387.61,786.35,1264.16,44153.25,68.3,3,13,3,1,6,279.55,13295,29558,2151.35,41814.81,BENIGN
443,1034602,32,117,191227.48,413349.81,110.76,809.52,41972.54,459.31,0,18,2,5,17,255.16,55082,39387,4057.74,98797.04,BENIGN
139,3210860,183,182,241613.26,447713.34,104.24,647.19,67963.01,908.46,13,3,2,6,6,221.86,23482,2420,3384.26,73239.61,Brute Force
8080,2852961,262,350,9313.28,423095.86,204.61,325.91,79008.21,698.13,17,19,4,2,17,862.72,29172,20074,4689.62,97384.24,Brute Force
1433,3600321,39,345,498672.22,16252.81,1072.01,1312.55,80332.64,30.84,0,18,2,0,6,77.01,44578,40052,4905.07,28148.21,BENIGN
110,2999338,471,107,74252.8,145802.21,717.58,1279.54,8256.36,1049.42,7,19,1,7,6,89.64,65322,8295,1300.09,52588.01,Web Attack
443,4275593,226,393,427979.74,214377.26,231.01,733.24,81776.51,3918.75,14,21,2,2,6,1453.39,38264,19593,1097.46,60950.93,PortScan
443,4395451,35,310,223679.83,332494.75,257.89,1157.08,56451.37,16.41,3,9,2,9,17,357.09,62730,1195,2433.96,57435.02,BENIGN
80,3653306,192,281,439369.77,190269.86,1094.63,599.69,24301.92,477.5,1,6,0,0,6,525.93,20354,10060,1964.98,68275.54,BENIGN
1433,4063850,258,404,381567.91,129300.09,1071.31,1377.86,75591.1,66.83,1,15,0,6,6,1200.01,1057,34524,4503.67,36256.63,BENIGN
3306,4648045,147,13,190022.65,140894.87,218.62,1303.92,26583.47,385.81,0,9,3,3,17,1308.93,15012,20058,2352.09,56907.75,BENIGN
443,203413,19,427,296797.71,42318.97,236.15,1112.32,41403.22,1128.47,5,18,5,1,17,556.77,21153,58203,3684.62,7884.18,PortScan
135,974957,383,487,219290.8,99308.69,101.2,25.7,40977.61,56.4,1,6,5,6,17,217.82,24741,37342,2255.6,16046.23,BENIGN
443,2038355,33,104,309802.91,121941.44,1443.35,1008.02,57937.15,259.53,2,1,1,10,6,470.27,33822,2215,4197.45,60827.96,BENIGN
123,1544135,62,266,372192.27,291488.25,732.74,749.83,46194.28,490.29,1,26,0,3,17,105.81,22283,12447,2499.23,53504.69,BENIGN
110,1060342,461,473,125086.77,7092.7,1329.63,155.98,52380.56,2577.31,10,6,2,3,17,598.07,40055,35989,3957.96,83630.23,DoS
110,4506031,147,78,381263.56,45954.15,859.67,622.57,75115.96,4001.24,10,9,3,2,6,880.3,4853,19003,3892.21,91992.67,Web Attack
53,1975977,497,97,221939.61,63427.52,1457.76,887.09,6612.46,360.86,3,22,2,8,6,454.65,22941,9269,1551.59,55207.11,BENIGN
21,64619,283,285,276655.74,25155.21,40.91,898.22,11118.63,338.06,2,11,1,9,6,177.9,23360,57392,979.54,74067.45,BENIGN
80,1015793,183,76,301483.97,491013.96,1486.96,1280.27,81768.68,1306.3,12,22,2,6,6,245.13,59682,29070,181.14,27144.21,DoS
443,3739411,192,337,198121.76,314286.19,659.97,984.75,26111.13,407.19,1,23,2,7,6,957.79,57204,50974,1521.48,16341.31,BENIGN
443,1349580,84,401,134470.81,146440.66,64.3,1095.82,3243.21,268.78,0,6,5,8,6,935.8,34374,47613,1912.67,27428.81,BENIGN
110,1208768,93,350,278529.89,133232.41,1374.49,732.81,63003.11,205.83,2,7,1,1,6,732.11,61609,6114,2097.24,38932.01,BENIGN
53,2344612,390,426,8780.59,168054.73,430.47,187.23,97568.43,455.49,2,26,5,0,17,1025.52,3572,53381,553.0,53064.56,BENIGN
123,3588232,92,464,338038.41,31948.8,277.98,1132.58,41108.49,63.77,2,27,5,3,6,1321.1,15211,12828,1544.86,58535.55,BENIGN
21,1996209,395,248,439601.08,280980.6,899.98,610.07,96459.3,93.06,1,30,4,5,17,1101.63,62729,4211,2746.28,84654.55,BENIGN
53,4262857,73,65,15364.35,72765.48,813.92,953.42,80951.46,402.67,2,21,0,9,6,1398.68,46560,52305,4132.95,97035.55,BENIGN
3389,4093365,51,133,209765.65,31557.91,1160.28,1145.5,28612.13,318.01,2,25,0,3,17,473.29,7452,2228,4700.89,53409.11,BENIGN
25,2648712,137,384,304737.35,30088.01,147.07,587.21,98299.24,3949.14,20,9,3,8,6,951.08,1227,11367,2040.6,4260.79,Web Attack
445,2381506,33,345,74823.91,59970.97,1474.35,146.07,90198.91,394.18,0,19,5,8,6,305.59,20843,60575,3507.73,47421.82,BENIGN
3389,542959,129,51,372152.38,89415.0,1351.49,822.94,39037.82,212.89,0,4,4,0,17,478.43,65349,5984,3575.88,60341.72,BENIGN
21,1916876,134,37,219960.17,366374.07,527.51,1028.43,17629.22,4639.17,17,7,1,4,6,941.65,28505,52815,1113.01,23958.55,DoS
80,3460454,211,53,419393.99,187261.93,1193.23,1275.84,98097.16,1718.37,19,26,4,1,17,1407.01,54147,50383,449.6,45851.7,PortScan
110,1009158,444,150,252154.23,198113.21,769.96,559.12,55347.08,439.4,3,30,2,3,17,194.43,58291,65411,699.59,87366.51,BENIGN
21,899769,301,101,253199.56,288350.61,1252.69,819.44,17779.16,174.32,3,14,4,3,6,1347.53,54438,12046,3389.8,78280.63,BENIGN
3306,561238,324,140,259597.59,38810.82,131.02,1308.41,51207.3,4764.89,10,22,2,3,17,1018.18,21936,44662,2463.26,92108.16,PortScan
3306,2485725,91,283,323141.87,482481.04,173.99,293.42,21360.95,305.95,0,7,2,9,6,638.09,24181,33780,1201.48,61419.7,BENIGN
443,1033507,149,191,221763.01,140017.54,1027.25,345.36,45871.51,1177.79,5,12,5,5,17,434.68,6104,10765,4390.55,43898.46,DoS
445,3735083,141,285,216727.35,447244.08,53.44,1458.4,75650.82,2339.5,17,5,4,7,17,572.28,4667,29949,3935.12,81409.7,Web Attack
25,4333220,6,474,467090.82,242241.31,523.28,491.79,64462.33,204.98,2,21,4,10,6,1201.18,11473,61300,947.36,44285.96,BENIGN
1433,1522037,250,261,393734.94,240299.63,1257.17,1330.77,28253.95,147.78,3,19,0,6,6,712.58,64319,5984,3749.72,67600.25,BENIGN
3389,242045,235,260,134873.64,343622.41,498.17,244.71,58265.84,344.72,0,2,2,8,17,492.83,17352,6951,1207.81,26931.72,BENIGN
110,1539310,311,41,126757.79,315262.05,1142.04,466.65,31693.89,382.67,2,9,2,6,6,1005.87,50595,55943,1797.27,81540.63,BENIGN
21,3489830,453,414,73842.03,93927.79,749.08,1412.78,67792.54,458.17,0,27,4,4,17,1469.04,28732,54524,4975.0,2346.07,BENIGN
22,3375370,489,260,141743.53,212351.04,256.35,682.72,31837.14,212.9,3,5,5,10,6,722.1,49133,58773,105.6,85843.52,BENIGN
110,13033,479,307,480559.66,343838.31,1179.35,790.61,86281.79,280.53,3,22,2,1,6,581.61,57479,26816,3949.86,62754.09,BENIGN
1433,4456086,13,236,256182.02,385990.62,175.82,974.09,70988.49,4923.01,20,28,1,6,17,1381.84,55859,42774,4729.98,27715.93,DoS
139,2657945,265,261,418530.5,391387.36,84.33,1161.91,70834.25,486.62,3,11,0,8,6,1476.86,63312,38552,1334.0,41863.72,BENIGN
25,2290053,160,150,376908.22,14913.21,1107.98,320.53,15261.09,203.49,2,17,5,6,6,394.92,51113,44412,1117.07,48167.61,BENIGN
22,476481,367,457,29997.57,264221.6,440.98,897.87,8598.26,4773.81,5,5,5,1,6,603.82,23419,58780,4558.79,4778.9,DoS
25,3024105,287,293,20408.25,99570.14,988.42,699.99,73472.5,175.52,3,8,3,2,6,1349.45,63828,29324,3157.65,79364.27,BENIGN
3306,890887,230,251,156098.95,266660.73,1097.5,325.61,65702.28,356.1,1,15,2,9,6,1416.62,24780,61108,2941.08,5893.1,BENIGN
135,1888306,242,167,323896.99,76430.42,1450.39,114.15,44215.73,170.02,3,22,2,4,6,1269.41,16194,29332,4416.52,55163.63,BENIGN
1433,1317502,499,383,309749.12,419896.92,53.86,1219.95,4534.21,396.41,2,1,5,8,6,808.81,52317,1606,3054.69,63037.53,BENIGN
443,4031241,240,223,164555.16,310114.18,1020.53,867.9,58508.78,3238.52,11,9,2,0,17,355.65,64018,13648,4509.99,67079.64,Brute Force
1433,3880726,187,117,234425.26,49882.48,1329.05,945.56,73799.89,300.92,2,9,1,1,17,529.01,13212,55538,211.36,40703.15,BENIGN
21,4886016,454,205,381221.5,264121.58,577.89,1370.7,49228.56,252.01,0,30,5,3,17,1206.56,51768,59543,2762.4,45453.42,BENIGN
21,740459,286,381,346903.86,290582.54,624.77,123.17,49569.25,2.6,0,8,2,1,17,1091.68,52180,58446,229.23,31213.45,BENIGN
139,4953109,417,470,242738.58,256251.02,541.81,0.05,5631.47,17.85,0,8,4,1,6,894.15,44802,28128,206.98,93252.17,BENIGN
3306,3413281,61,250,343291.62,475915.68,424.16,348.33,52979.89,202.6,2,21,2,6,6,686.62,17864,55617,1098.91,14825.89,BENIGN
25,4636176,88,292,77178.68,317043.37,222.08,930.4,81065.05,106.3,3,3,1,1,6,492.15,26747,35092,3310.57,26909.39,BENIGN
135,2031084,306,398,116606.31,32079.27,483.49,1345.13,57178.31,1571.99,6,16,2,4,17,341.58,20804,56563,2534.84,80496.13,PortScan
445,4797790,436,290,39284.52,246908.7,37.9,1271.13,31094.34,122.47,3,24,5,9,17,101.36,13190,21860,2736.63,18001.25,BENIGN
110,1475370,25,424,362688.8,202347.67,1174.25,1012.2,28066.56,338.81,2,14,1,1,6,199.11,8617,21352,780.35,8341.12,BENIGN
3389,4954190,415,165,473171.09,384079.06,557.12,970.74,84729.33,94.43,0,10,5,7,6,1162.43,6074,43313,38.73,20841.28,BENIGN
445,1827553,259,72,58435.96,180091.48,1180.65,1181.47,61670.06,56.06,0,24,5,4,17,1449.42,50547,39864,1693.73,70870.74,BENIGN
443,3912483,384,206,113217.8,341661.17,527.25,861.59,50934.94,4889.55,13,3,1,1,6,1274.4,20012,32196,3532.2,30754.95,Bot
22,524869,301,56,320159.52,136933.54,451.02,323.43,63343.36,50.2,0,24,5,4,17,162.34,61250,14031,342.25,59306.82,BENIGN
3389,2603139,259,373,40395.53,94922.31,111.54,682.82,16364.1,43.47,2,2,1,3,6,540.84,21227,1048,596.1,23608.43,BENIGN
8080,403089,246,24,62353.77,83459.44,222.65,994.83,63200.77,440.74,2,4,1,0,6,487.29,42204,47336,4446.35,27012.87,BENIGN
443,4886871,284,165,226400.27,220897.03,1218.96,1274.37,92099.75,232.2,0,20,4,3,17,172.81,15095,55492,3989.22,83834.65,BENIGN
80,2816816,224,477,12920.03,156911.51,768.02,245.8,3408.59,465.07,2,16,1,7,17,1337.38,15088,24528,846.35,9203.04,BENIGN
445,3488993,296,29,318429.31,34336.02,474.13,416.0,66711.35,296.55,0,14,5,3,17,1291.6,18717,17949,3847.44,67261.01,BENIGN
123,841967,142,390,172466.07,464599.28,519.91,818.24,7362.18,2565.09,10,25,5,8,17,1184.9,64868,45782,4414.34,10547.97,DoS
123,977984,420,52,328088.04,210621.92,818.5,612.47,98066.68,4848.82,13,2,4,0,6,927.34,49936,9288,4079.6,64626.41,Brute Force
